Area_sqft,Bedrooms,Bathrooms,Age_years,Parking_spaces,Location,Property_Type,Furnishing,Price
963,2,3.0,22.0,3,Nashik,Independent House,Semi-Furnished,8496303.0
2575,1,1.0,18.0,0,Thane,Apartment,Semi-Furnished,31311851.0
2378,1,1.0,21.0,1,Pune,Apartment,Semi-Furnished,21532240.0
1763,3,3.0,34.0,0,Nagpur,Apartment,Semi-Furnished,8939750.0
588,4,2.0,31.0,1,Pune,Villa,Semi-Furnished,8411975.0
3588,2,1.0,0.0,0,Pune,Villa,Furnished,35885253.0
1842,4,1.0,27.0,2,Thane,Independent House,Furnished,25403524.0
3146,4,4.0,33.0,0,Pune,Independent House,Semi-Furnished,30503414.0
2140,2,2.0,29.0,2,Pune,Apartment,Furnished,20417650.0
1994,2,1.0,19.0,2,Nagpur,Villa,Furnished,12186569.0
4045,4,3.0,13.0,3,Mumbai,Apartment,Semi-Furnished,75135633.0
877,4,3.0,26.0,1,Mumbai,Apartment,Furnished,18512312.0
3446,1,2.0,26.0,1,Nagpur,Apartment,Unfurnished,15234248.0
3487,2,4.0,14.0,0,Pune,Independent House,Unfurnished,34167479.0
2019,3,2.0,16.0,2,Nagpur,Apartment,Furnished,11385406.0
1549,3,3.0,14.0,0,Mumbai,Apartment,Semi-Furnished,29599032.0
521,1,3.0,1.0,0,Pune,Apartment,Semi-Furnished,5931911.0
4247,5,3.0,1.0,3,Nagpur,Apartment,Furnished,23619063.0
4290,2,1.0,3.0,2,Mumbai,Apartment,Semi-Furnished,79100105.0
1463,2,3.0,16.0,0,Thane,Apartment,Unfurnished,18739795.0
627,1,3.0,20.0,2,Thane,Apartment,Unfurnished,8114159.0
991,5,1.0,16.0,1,Thane,Apartment,Semi-Furnished,15214263.0
770,2,1.0,38.0,0,Mumbai,Independent House,Unfurnished,14315298.0
3824,5,3.0,8.0,1,Pune,Villa,Unfurnished,38551923.0
4067,3,1.0,15.0,3,Thane,Independent House,Furnished,51711836.0
1113,5,4.0,9.0,0,Mumbai,Apartment,Semi-Furnished,23574659.0
3486,1,1.0,11.0,1,Nagpur,Apartment,Semi-Furnished,16058752.0
1217,1,4.0,23.0,3,Thane,Apartment,Unfurnished,15711680.0
1968,5,3.0,12.0,1,Pune,Independent House,Semi-Furnished,22195038.0
2897,5,2.0,12.0,0,Pune,Apartment,Semi-Furnished,29136884.0
3379,3,2.0,26.0,1,Nashik,Apartment,Semi-Furnished,19423366.0
3998,1,2.0,33.0,2,Nashik,Independent House,Semi-Furnished,23563662.0
679,5,3.0,8.0,3,Pune,Independent House,Semi-Furnished,10896165.0
1285,2,4.0,4.0,2,Nashik,Apartment,Unfurnished,8853958.0
1622,5,,9.0,0,Nagpur,Villa,Unfurnished,11077269.0
1741,5,3.0,23.0,3,Mumbai,Apartment,Semi-Furnished,34440076.0
4492,5,4.0,38.0,3,Pune,Apartment,Unfurnished,42015217.0
3609,4,2.0,6.0,2,Nagpur,Apartment,Unfurnished,18736337.0
1781,4,3.0,1.0,3,Nagpur,Independent House,Unfurnished,12705021.0
4387,3,1.0,21.0,3,Thane,Apartment,Furnished,55167825.0
2497,1,4.0,39.0,0,Pune,Villa,Semi-Furnished,24309894.0
2502,2,1.0,22.0,1,Thane,Apartment,Semi-Furnished,30859364.0
2234,4,2.0,36.0,2,Nagpur,Villa,Semi-Furnished,12970872.0
1075,5,2.0,25.0,1,Nagpur,Villa,Semi-Furnished,8588047.0
4237,3,2.0,1.0,2,Mumbai,Villa,Unfurnished,79534262.0
555,4,1.0,17.0,2,Pune,Independent House,Semi-Furnished,8167999.0
1197,1,3.0,30.0,0,Nashik,Villa,Semi-Furnished,8890624.0
1418,3,1.0,20.0,2,Pune,Villa,Semi-Furnished,15990120.0
1617,3,4.0,7.0,0,Pune,Apartment,Unfurnished,16158204.0
1027,5,1.0,7.0,2,Thane,Independent House,Furnished,16863758.0
571,2,2.0,26.0,1,Pune,Apartment,Semi-Furnished,6522794.0
3210,2,4.0,18.0,0,Thane,Apartment,Unfurnished,39924092.0
4377,2,1.0,22.0,3,Nashik,Apartment,Furnished,25650237.0
987,1,1.0,14.0,1,Thane,Apartment,Unfurnished,12945344.0
1686,3,3.0,13.0,0,Pune,Apartment,Unfurnished,17838423.0
2525,4,1.0,26.0,1,Nashik,Apartment,Unfurnished,14601436.0
4210,5,4.0,0.0,3,Nashik,Apartment,Furnished,27834352.0
3277,5,2.0,17.0,0,Thane,Independent House,Unfurnished,42535999.0
3564,1,4.0,14.0,1,Pune,Independent House,Furnished,34595161.0
2824,2,1.0,31.0,1,Pune,Apartment,Semi-Furnished,26078110.0
2168,2,1.0,29.0,3,Thane,Independent House,Semi-Furnished,27801660.0
1299,2,4.0,17.0,0,Pune,Apartment,Semi-Furnished,13408237.0
3957,5,4.0,10.0,0,Nashik,Apartment,Unfurnished,24254553.0
3716,1,4.0,9.0,2,Pune,Independent House,Semi-Furnished,35949533.0
600,1,2.0,8.0,0,Pune,Villa,Semi-Furnished,7356541.0
3361,5,2.0,10.0,2,Nashik,Villa,Semi-Furnished,24063651.0
837,5,3.0,30.0,1,Nashik,Apartment,Unfurnished,6707151.0
3455,2,2.0,1.0,2,Nashik,Apartment,Furnished,22015512.0
3803,2,1.0,1.0,0,Mumbai,Apartment,Semi-Furnished,70210747.0
1024,3,2.0,21.0,2,Nagpur,Independent House,Semi-Furnished,6231098.0
2235,3,3.0,8.0,2,Thane,Apartment,Semi-Furnished,29042004.0
995,5,1.0,33.0,0,Pune,Apartment,Semi-Furnished,10189764.0
2769,3,2.0,30.0,1,Mumbai,Apartment,Semi-Furnished,50385394.0
4210,1,2.0,30.0,0,Mumbai,Villa,Unfurnished,76267915.0
823,3,1.0,18.0,0,Nagpur,Apartment,Semi-Furnished,4463687.0
2090,3,1.0,17.0,2,Mumbai,Villa,Unfurnished,40552114.0
4392,3,2.0,17.0,1,Nagpur,Apartment,Unfurnished,20966230.0
1703,3,1.0,7.0,3,Mumbai,Apartment,Unfurnished,32852385.0
1028,5,2.0,22.0,1,Nashik,Apartment,Unfurnished,8412431.0
2454,5,3.0,34.0,2,Thane,Apartment,Semi-Furnished,31916593.0
2533,2,4.0,10.0,2,Nashik,Villa,Semi-Furnished,17912503.0
3151,2,1.0,2.0,2,Mumbai,Independent House,Semi-Furnished,60438147.0
1754,4,2.0,22.0,3,Pune,Apartment,Semi-Furnished,17314129.0
4322,3,1.0,15.0,2,Nashik,Apartment,Semi-Furnished,24545521.0
2584,3,2.0,31.0,2,Pune,Apartment,Semi-Furnished,24016974.0
1645,1,2.0,34.0,2,Thane,Independent House,Furnished,21715484.0
4341,2,4.0,38.0,1,Mumbai,Independent House,Furnished,80393852.0
4199,4,2.0,15.0,2,Pune,Villa,Furnished,41993254.0
2496,5,4.0,36.0,3,Pune,Apartment,Furnished,25126807.0
599,4,1.0,4.0,2,Nashik,Apartment,Furnished,5945832.0
2887,2,1.0,14.0,2,Thane,Independent House,Semi-Furnished,36395321.0
2720,1,1.0,10.0,0,Mumbai,Apartment,Semi-Furnished,50357976.0
1092,1,2.0,36.0,1,Pune,Villa,Semi-Furnished,11393454.0
3035,2,1.0,24.0,0,Mumbai,Independent House,Unfurnished,56376312.0
3863,3,1.0,14.0,0,Thane,Villa,Semi-Furnished,49155494.0
923,5,1.0,6.0,1,Thane,Villa,Furnished,16477006.0
3393,5,4.0,31.0,1,Pune,Apartment,Semi-Furnished,33019187.0
1061,1,4.0,26.0,2,Nashik,Independent House,Unfurnished,7741357.0
3495,4,1.0,34.0,3,Nagpur,Apartment,Semi-Furnished,17232047.0
2176,2,4.0,17.0,3,Nagpur,Independent House,Unfurnished,12825288.0
526,1,1.0,,1,Mumbai,Apartment,Semi-Furnished,10847389.0
4364,3,2.0,13.0,1,Nagpur,Villa,Semi-Furnished,22826928.0
1163,1,2.0,24.0,2,Nashik,Independent House,Semi-Furnished,8336222.0
2884,2,2.0,9.0,1,Pune,Apartment,Semi-Furnished,27539605.0
1225,3,4.0,2.0,3,Pune,Apartment,Unfurnished,13465476.0
4232,2,3.0,32.0,3,Mumbai,Apartment,Semi-Furnished,77578290.0
3453,3,3.0,21.0,2,Pune,Independent House,Unfurnished,33901701.0
3717,3,3.0,15.0,0,Mumbai,Villa,Semi-Furnished,70338396.0
2228,4,3.0,22.0,2,Thane,Apartment,Semi-Furnished,28888246.0
2369,1,1.0,29.0,3,Thane,Independent House,Unfurnished,28593796.0
3037,1,2.0,0.0,0,Pune,Independent House,Furnished,29470873.0
3639,3,1.0,17.0,0,Pune,Independent House,Semi-Furnished,34891961.0
3887,2,3.0,10.0,2,Nagpur,Villa,Unfurnished,21157925.0
571,4,2.0,3.0,1,Mumbai,Independent House,Semi-Furnished,13850030.0
3154,1,3.0,1.0,2,Pune,Independent House,Unfurnished,31538507.0
936,3,3.0,17.0,1,Thane,Apartment,Unfurnished,12569717.0
1651,5,2.0,21.0,3,Pune,Independent House,Furnished,19008546.0
3817,1,1.0,20.0,1,Pune,Apartment,Semi-Furnished,34602909.0
1502,2,4.0,31.0,1,Nagpur,Independent House,Furnished,9730717.0
3687,5,2.0,18.0,0,Nashik,Villa,Semi-Furnished,23996990.0
2352,3,1.0,23.0,0,Mumbai,Villa,Furnished,45527968.0
1430,1,2.0,32.0,0,Nagpur,Apartment,Furnished,6538683.0
1836,2,4.0,26.0,3,Thane,Apartment,Unfurnished,22919294.0
2623,4,2.0,36.0,1,Pune,Apartment,Unfurnished,24302819.0
3560,5,4.0,8.0,0,Nashik,Villa,Semi-Furnished,24679005.0
2924,2,2.0,31.0,1,Pune,Independent House,Semi-Furnished,28319252.0
4232,3,4.0,27.0,2,Mumbai,Apartment,Semi-Furnished,78031152.0
3970,4,3.0,23.0,3,Mumbai,Apartment,Unfurnished,73649753.0
3513,1,1.0,0.0,3,Mumbai,Villa,Furnished,67351740.0
2912,2,3.0,21.0,0,Pune,Apartment,Unfurnished,27439692.0
1659,4,2.0,34.0,3,Thane,Apartment,,21911927.0
2150,1,1.0,25.0,1,Mumbai,Apartment,Semi-Furnished,38695193.0
975,4,3.0,0.0,3,Thane,Villa,Unfurnished,16925267.0
1996,3,1.0,11.0,0,Mumbai,Apartment,Furnished,37835799.0
4205,5,3.0,22.0,2,Thane,Independent House,Semi-Furnished,54444276.0
2203,1,4.0,32.0,3,Nashik,Apartment,Semi-Furnished,14058561.0
954,5,1.0,17.0,0,Mumbai,Apartment,Furnished,19381471.0
3107,2,2.0,34.0,3,Nagpur,Villa,Unfurnished,16710752.0
4350,1,3.0,31.0,0,Nagpur,Independent House,Unfurnished,20003507.0
3969,4,1.0,10.0,3,Mumbai,Apartment,Unfurnished,74133955.0
1596,3,2.0,7.0,2,Mumbai,Independent House,Unfurnished,31896721.0
2315,5,2.0,36.0,3,Nashik,Villa,Furnished,17292647.0
2624,1,1.0,23.0,3,Nashik,Independent House,Furnished,16454067.0
1491,1,4.0,33.0,1,Mumbai,Apartment,Semi-Furnished,27205274.0
1574,3,2.0,36.0,1,Nagpur,Apartment,Semi-Furnished,7488097.0
1446,5,4.0,16.0,2,Mumbai,Apartment,Furnished,29840824.0
4478,3,3.0,1.0,0,Mumbai,Villa,Unfurnished,84371240.0
3484,4,4.0,36.0,1,Nashik,Independent House,Unfurnished,21427958.0
3863,5,4.0,23.0,0,Thane,Apartment,Furnished,48821205.0
3766,5,3.0,4.0,3,Pune,Apartment,Semi-Furnished,37744190.0
4336,3,2.0,21.0,0,Pune,Apartment,Unfurnished,40392194.0
921,4,2.0,1.0,1,Pune,Apartment,Semi-Furnished,11643822.0
4026,3,4.0,11.0,1,Nagpur,Independent House,Unfurnished,21107351.0
766,4,2.0,13.0,1,Mumbai,Apartment,Semi-Furnished,17271088.0
2401,3,3.0,18.0,3,Mumbai,Villa,Semi-Furnished,46998191.0
2877,3,1.0,22.0,3,Pune,Apartment,Unfurnished,26893998.0
1931,3,4.0,33.0,2,Thane,Independent House,Furnished,25579268.0
1084,4,3.0,14.0,3,Mumbai,Independent House,Semi-Furnished,23220364.0
1269,4,2.0,29.0,0,Nashik,Apartment,Semi-Furnished,9134016.0
3798,5,3.0,37.0,3,Pune,Villa,Semi-Furnished,38007533.0
1774,4,2.0,29.0,0,Pune,Independent House,Semi-Furnished,17628476.0
1741,1,1.0,10.0,0,Pune,Independent House,Unfurnished,17261399.0
4193,3,4.0,27.0,0,Mumbai,Apartment,Unfurnished,76649145.0
1075,2,4.0,11.0,0,Mumbai,Apartment,Semi-Furnished,21573791.0
4161,1,4.0,19.0,3,Pune,Apartment,Semi-Furnished,38855327.0
4183,1,2.0,25.0,1,Mumbai,Villa,Unfurnished,76520794.0
2894,3,2.0,11.0,3,Pune,Apartment,Furnished,28803370.0
1162,5,1.0,0.0,1,Mumbai,Independent House,Furnished,25845680.0
1123,3,3.0,33.0,0,Pune,Apartment,Unfurnished,10524453.0
1638,3,2.0,29.0,1,Pune,Independent House,Unfurnished,16496580.0
2809,1,4.0,4.0,0,Pune,Apartment,Semi-Furnished,26789432.0
1114,4,4.0,15.0,1,Nagpur,Apartment,Unfurnished,7434293.0
2322,1,1.0,10.0,2,Thane,Apartment,Furnished,29422644.0
961,5,4.0,39.0,3,Nashik,Villa,Semi-Furnished,9107857.0
2661,5,1.0,37.0,2,Pune,Independent House,Unfurnished,26021978.0
584,5,2.0,27.0,0,Thane,Apartment,Semi-Furnished,8733989.0
3336,2,2.0,17.0,2,Thane,Apartment,Unfurnished,41219724.0
721,1,4.0,2.0,2,Mumbai,Independent House,Semi-Furnished,16580921.0
1279,2,3.0,9.0,0,Pune,Apartment,Unfurnished,12936692.0
1198,4,4.0,3.0,3,Nagpur,Apartment,Furnished,8845256.0
3823,2,3.0,31.0,3,Thane,Independent House,Semi-Furnished,47581853.0
713,5,4.0,3.0,2,Nagpur,Apartment,Furnished,7382040.0
2217,1,4.0,27.0,1,Nashik,Apartment,Unfurnished,12115159.0
2864,1,4.0,38.0,1,Nashik,Apartment,Semi-Furnished,15737719.0
2563,2,2.0,12.0,1,Thane,Villa,Furnished,34952362.0
3222,4,2.0,27.0,0,Pune,Apartment,Semi-Furnished,30762394.0
3712,4,4.0,35.0,1,Pune,Independent House,Semi-Furnished,35947267.0
2074,2,4.0,17.0,0,Thane,Apartment,Furnished,27204307.0
3812,4,4.0,17.0,0,Pune,Independent House,Furnished,38405979.0
1771,4,3.0,8.0,2,Mumbai,Apartment,Furnished,35373214.0
4437,3,4.0,17.0,0,Pune,Apartment,Semi-Furnished,42449701.0
2518,3,3.0,34.0,1,Pune,Apartment,Semi-Furnished,23444417.0
3444,1,3.0,26.0,1,Pune,Apartment,Semi-Furnished,31599742.0
4000,2,1.0,8.0,0,Nashik,Apartment,Semi-Furnished,22777113.0
3670,3,3.0,21.0,3,Mumbai,Independent House,Unfurnished,68198682.0
3904,1,3.0,28.0,3,Nashik,Independent House,Furnished,23199656.0
2646,3,4.0,3.0,2,Mumbai,Villa,Semi-Furnished,52044364.0
673,1,4.0,30.0,2,Thane,Apartment,Semi-Furnished,8923395.0
2472,4,2.0,8.0,0,Nashik,Independent House,Furnished,17359882.0
1225,1,2.0,11.0,3,Thane,Apartment,Furnished,16518558.0
4056,1,4.0,16.0,3,Mumbai,Villa,Unfurnished,75863377.0
1446,4,4.0,20.0,1,Pune,Villa,Semi-Furnished,18091734.0
1412,2,1.0,36.0,2,Nagpur,Apartment,Semi-Furnished,6052269.0
1497,2,2.0,8.0,3,Thane,Apartment,Unfurnished,18944158.0
3070,2,4.0,10.0,2,Pune,Independent House,Unfurnished,30009560.0
2784,2,1.0,15.0,0,Nashik,Apartment,Semi-Furnished,16179647.0
4295,4,4.0,34.0,1,Nagpur,Villa,Furnished,23639147.0
2165,4,1.0,38.0,0,Pune,Independent House,Furnished,21913364.0
1629,2,1.0,18.0,1,Nashik,Apartment,Semi-Furnished,10314587.0
697,4,4.0,27.0,3,Pune,Apartment,Semi-Furnished,8714293.0
528,4,3.0,36.0,0,Pune,Apartment,Unfurnished,5323655.0
1994,3,3.0,33.0,3,Thane,Independent House,Furnished,27653057.0
4203,3,4.0,27.0,1,Mumbai,Apartment,Furnished,76581106.0
2595,5,2.0,21.0,1,Nagpur,Apartment,Furnished,14585742.0
4074,3,3.0,39.0,2,Nagpur,Apartment,Semi-Furnished,19536503.0
906,2,3.0,9.0,0,Thane,Independent House,Unfurnished,13915158.0
873,3,3.0,14.0,0,Mumbai,Independent House,Semi-Furnished,17866745.0
3833,5,2.0,28.0,1,Mumbai,Villa,Semi-Furnished,72634938.0
926,4,3.0,0.0,0,Pune,Independent House,Semi-Furnished,11773075.0
707,1,2.0,20.0,3,Nashik,Villa,Unfurnished,5369276.0
2116,3,3.0,34.0,2,Mumbai,Independent House,Unfurnished,39755963.0
4199,4,4.0,7.0,3,Nagpur,Apartment,Semi-Furnished,22760392.0
3257,2,2.0,32.0,3,Mumbai,Apartment,Furnished,60508686.0
896,5,3.0,16.0,1,Pune,Independent House,Semi-Furnished,11704657.0
3848,5,4.0,34.0,3,Thane,Apartment,Furnished,49565937.0
3874,5,4.0,25.0,0,Thane,Apartment,Unfurnished,48399027.0
3702,1,4.0,6.0,1,Mumbai,Villa,Semi-Furnished,70516458.0
4110,3,3.0,29.0,2,Nagpur,Villa,Semi-Furnished,22324514.0
1459,3,2.0,2.0,1,Mumbai,Apartment,Unfurnished,28104596.0
4418,4,4.0,9.0,2,Nagpur,Apartment,Semi-Furnished,23575638.0
1782,5,3.0,35.0,3,Mumbai,Apartment,Unfurnished,33320138.0
3708,2,1.0,35.0,1,Nashik,Apartment,Furnished,21269430.0
2817,3,2.0,1.0,1,Pune,Apartment,Furnished,28798153.0
3617,4,2.0,15.0,2,Pune,Apartment,Unfurnished,34881594.0
3011,4,4.0,3.0,3,Nagpur,Villa,Semi-Furnished,18506240.0
3069,4,1.0,10.0,3,Mumbai,Apartment,Semi-Furnished,57739385.0
2965,2,3.0,38.0,3,Pune,Apartment,Unfurnished,27110979.0
3615,5,3.0,7.0,0,Pune,Villa,Semi-Furnished,37684374.0
3456,1,1.0,25.0,0,Mumbai,Apartment,Furnished,62710144.0
1038,3,3.0,32.0,2,Nagpur,Apartment,Furnished,7174134.0
3804,4,4.0,35.0,1,Mumbai,Apartment,Unfurnished,69118959.0
2644,1,3.0,14.0,2,Nagpur,Villa,Semi-Furnished,14949887.0
1792,3,3.0,27.0,3,Thane,Apartment,Unfurnished,22034503.0
2556,3,2.0,19.0,2,Mumbai,Apartment,Unfurnished,47547562.0
4367,4,1.0,4.0,1,Thane,Apartment,Unfurnished,54683579.0
3930,1,1.0,8.0,3,Pune,Independent House,Unfurnished,38716872.0
3834,2,2.0,29.0,1,Mumbai,Villa,Semi-Furnished,71903862.0
2351,2,3.0,27.0,2,Pune,Independent House,Semi-Furnished,23468114.0
3636,4,1.0,20.0,0,Pune,Villa,Semi-Furnished,36188703.0
2040,2,4.0,31.0,2,Pune,Apartment,Semi-Furnished,19427525.0
3244,3,3.0,27.0,1,Pune,Apartment,Unfurnished,30184719.0
3058,4,2.0,13.0,0,Thane,Apartment,Furnished,39470312.0
1499,4,4.0,11.0,0,Nashik,Apartment,Furnished,10610358.0
1565,1,1.0,37.0,2,Thane,Apartment,Unfurnished,18078611.0
744,5,4.0,38.0,0,Nashik,Apartment,Semi-Furnished,5987454.0
1059,1,2.0,1.0,0,Nashik,Villa,Unfurnished,9313806.0
2234,1,2.0,31.0,0,Pune,Villa,Furnished,22246748.0
2411,1,2.0,5.0,0,Nashik,Apartment,Semi-Furnished,14116005.0
1160,2,4.0,34.0,1,Mumbai,Apartment,Unfurnished,21380839.0
2167,5,2.0,23.0,1,Thane,Apartment,Semi-Furnished,28317457.0
2916,2,4.0,27.0,2,Thane,Apartment,Semi-Furnished,36343230.0
1430,4,2.0,28.0,2,Pune,Apartment,Unfurnished,13554455.0
1852,3,2.0,24.0,2,Nashik,Apartment,Semi-Furnished,11625791.0
1970,1,3.0,10.0,3,Nashik,Apartment,Semi-Furnished,12314364.0
2520,3,3.0,32.0,0,Nashik,Independent House,Unfurnished,15262583.0
1965,1,2.0,22.0,2,Pune,Apartment,Unfurnished,18224469.0
3447,3,1.0,21.0,0,Nagpur,Apartment,Furnished,16757969.0
1809,3,2.0,12.0,3,Nagpur,Apartment,Furnished,10830945.0
2235,3,3.0,0.0,1,Mumbai,Apartment,Semi-Furnished,43253542.0
2017,2,1.0,22.0,1,Nashik,Apartment,Semi-Furnished,11702269.0
1231,4,1.0,13.0,0,Pune,Independent House,Semi-Furnished,15153134.0
3242,3,4.0,26.0,2,Thane,Apartment,Semi-Furnished,40925990.0
1441,2,1.0,14.0,1,Pune,Apartment,Semi-Furnished,13540146.0
1687,3,2.0,38.0,3,Pune,Independent House,Unfurnished,16295314.0
3671,1,4.0,27.0,0,Pune,Apartment,Unfurnished,32716029.0
4295,5,2.0,18.0,1,Thane,Apartment,Unfurnished,53198738.0
3183,4,2.0,28.0,3,Nagpur,Villa,Semi-Furnished,18305140.0
4165,2,1.0,25.0,3,Pune,Apartment,Semi-Furnished,37927071.0
3916,4,4.0,24.0,3,Pune,Independent House,Semi-Furnished,38734957.0
2423,4,3.0,23.0,2,Nagpur,Apartment,Semi-Furnished,13677736.0
3581,4,4.0,37.0,3,Mumbai,Villa,Furnished,68514103.0
1813,1,4.0,12.0,0,Pune,Apartment,Unfurnished,17469169.0
2341,5,2.0,17.0,3,Thane,Independent House,Semi-Furnished,31274663.0
2641,5,1.0,10.0,2,Pune,Independent House,Furnished,27962223.0
4341,5,2.0,22.0,1,Nashik,Independent House,Semi-Furnished,26806825.0
3894,5,1.0,39.0,0,Pune,Independent House,Semi-Furnished,37230897.0
2457,5,3.0,24.0,2,Nagpur,Villa,Unfurnished,14550850.0
3110,4,1.0,8.0,0,Nagpur,Apartment,Furnished,17576346.0
1309,1,4.0,36.0,2,Mumbai,Apartment,Semi-Furnished,23334277.0
3717,3,3.0,31.0,0,Nagpur,Apartment,Furnished,18787602.0
2712,2,2.0,17.0,1,Thane,Apartment,Furnished,34669225.0
2630,2,4.0,5.0,0,Thane,Apartment,Furnished,34349438.0
3565,5,4.0,16.0,1,Mumbai,Villa,Unfurnished,68624495.0
3031,5,2.0,32.0,1,Mumbai,Villa,Semi-Furnished,59022731.0
789,3,1.0,23.0,0,Thane,Independent House,Unfurnished,12029934.0
1652,4,2.0,7.0,3,Pune,Apartment,Unfurnished,17264730.0
1206,1,3.0,6.0,3,Pune,Villa,Unfurnished,14164996.0
3439,2,4.0,38.0,1,Pune,Villa,Semi-Furnished,33182420.0
640,5,2.0,17.0,0,Thane,Independent House,Semi-Furnished,10553821.0
1309,3,3.0,27.0,3,Pune,Villa,Semi-Furnished,15579401.0
2889,3,2.0,14.0,2,Pune,Apartment,Semi-Furnished,28123330.0
3279,3,1.0,3.0,2,Nashik,Apartment,Unfurnished,19119900.0
2513,2,2.0,16.0,2,Pune,Independent House,Semi-Furnished,25282201.0
3942,5,1.0,27.0,0,Mumbai,Villa,Semi-Furnished,74533413.0
4175,4,2.0,13.0,1,Mumbai,Independent House,Unfurnished,77709440.0
1028,4,2.0,24.0,0,Pune,Villa,Semi-Furnished,12352065.0
4310,2,2.0,17.0,2,Thane,Villa,Semi-Furnished,55120701.0
2957,4,4.0,13.0,3,Pune,Villa,Semi-Furnished,32326997.0
3044,5,2.0,10.0,2,Thane,Independent House,Furnished,41317278.0
880,4,3.0,10.0,2,Mumbai,Independent House,Semi-Furnished,20101218.0
2987,3,3.0,10.0,2,Pune,Apartment,Semi-Furnished,28968512.0
3402,2,3.0,28.0,3,Pune,Apartment,Furnished,32221577.0
2823,3,2.0,13.0,0,Nashik,Apartment,Unfurnished,17000108.0
837,2,4.0,29.0,1,Mumbai,Apartment,Semi-Furnished,15584745.0
2592,4,1.0,12.0,1,Pune,Independent House,Furnished,27051241.0
4243,1,2.0,13.0,2,Thane,Independent House,Furnished,53798040.0
3393,1,,36.0,1,Mumbai,Apartment,Semi-Furnished,61386660.0
1049,4,2.0,35.0,3,Thane,Apartment,Unfurnished,13821717.0
4339,2,3.0,16.0,1,Pune,Apartment,Semi-Furnished,40607019.0
4335,3,1.0,10.0,3,Pune,Independent House,Furnished,42375027.0
1177,3,3.0,28.0,3,Nashik,Villa,Semi-Furnished,9483352.0
3703,3,4.0,2.0,0,Pune,Apartment,Unfurnished,35536359.0
2126,4,3.0,18.0,3,Pune,Apartment,Unfurnished,21911028.0
2874,2,3.0,23.0,3,Pune,Apartment,Furnished,28366971.0
2280,4,4.0,27.0,0,Pune,Apartment,Semi-Furnished,22314600.0
3630,2,2.0,4.0,1,Nagpur,Independent House,Furnished,19550253.0
4486,2,2.0,0.0,3,Pune,Independent House,Semi-Furnished,43616129.0
3680,3,1.0,11.0,3,Thane,Apartment,Semi-Furnished,46052187.0
4225,5,3.0,4.0,1,Pune,Apartment,Unfurnished,41134487.0
4284,2,3.0,20.0,2,Mumbai,Apartment,Semi-Furnished,79097867.0
860,3,4.0,36.0,0,Mumbai,Apartment,Semi-Furnished,17548264.0
1513,1,3.0,11.0,2,Nashik,Apartment,Unfurnished,8958069.0
3387,1,1.0,18.0,2,Thane,Apartment,Semi-Furnished,41597031.0
2860,4,3.0,8.0,1,Thane,Apartment,Unfurnished,36894050.0
700,4,4.0,1.0,1,Pune,Independent House,Furnished,11081614.0
880,2,1.0,28.0,3,Mumbai,Apartment,Unfurnished,15668296.0
2582,4,2.0,10.0,1,Thane,Independent House,Semi-Furnished,34587918.0
2964,2,4.0,21.0,1,Pune,Apartment,Semi-Furnished,29159946.0
1170,2,2.0,27.0,1,Nashik,Apartment,Unfurnished,6786071.0
1185,3,4.0,33.0,1,Pune,Apartment,Semi-Furnished,11690746.0
1017,2,3.0,7.0,1,Mumbai,Apartment,Furnished,20715230.0
2759,5,3.0,23.0,2,Mumbai,Apartment,Semi-Furnished,51858922.0
531,3,3.0,36.0,3,Mumbai,Independent House,Semi-Furnished,11906330.0
2789,2,3.0,19.0,2,Thane,Independent House,Furnished,36835534.0
2403,3,4.0,1.0,0,Nashik,Apartment,Furnished,16204830.0
2363,4,4.0,10.0,1,Thane,Apartment,Furnished,30370975.0
3217,2,,31.0,2,Nagpur,Apartment,Semi-Furnished,15311096.0
2590,5,4.0,31.0,2,Mumbai,Villa,Semi-Furnished,50754301.0
3410,3,3.0,12.0,3,Mumbai,Apartment,Semi-Furnished,63582199.0
3555,4,3.0,7.0,1,Mumbai,Apartment,Semi-Furnished,66528314.0
4180,5,2.0,11.0,1,Thane,Independent House,Semi-Furnished,54220113.0
3696,3,2.0,9.0,2,Pune,Independent House,Furnished,36840442.0
2570,1,3.0,29.0,0,Thane,Villa,Semi-Furnished,33308701.0
2468,4,2.0,33.0,2,Nashik,Apartment,Furnished,16012603.0
1442,1,2.0,1.0,3,Nashik,Apartment,Furnished,10249216.0
2898,3,4.0,29.0,2,Nashik,Apartment,Semi-Furnished,17464610.0
1056,5,2.0,30.0,1,Nashik,Villa,Unfurnished,9095469.0
4224,3,3.0,24.0,3,Nagpur,Villa,Furnished,23182573.0
3880,4,1.0,34.0,2,Nagpur,Apartment,Unfurnished,17381369.0
978,3,1.0,1.0,2,Pune,Independent House,Furnished,13573347.0
3643,2,4.0,27.0,3,Nashik,Apartment,Unfurnished,21447951.0
968,2,1.0,5.0,0,Mumbai,Villa,Unfurnished,19915432.0
3384,3,4.0,35.0,3,Nashik,Apartment,Unfurnished,18889628.0
850,1,4.0,19.0,2,Nashik,Apartment,Unfurnished,5453806.0
2452,3,2.0,3.0,2,Pune,Apartment,Furnished,24863410.0
3131,3,4.0,,0,Nagpur,Villa,Unfurnished,16762242.0
3415,5,2.0,29.0,3,Mumbai,Apartment,Unfurnished,62336258.0
